sample_id,premise,hypothesis,n_agents,m_examples,label,predicted,result
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,9,1,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,1,4,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,3,4,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,5,4,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,9,4,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,1,8,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,3,8,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,5,8,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,9,8,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,1,16,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,3,16,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,5,16,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,9,16,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,1,32,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,3,32,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,5,32,2,2.0,1
6687,Three people are riding a carriage pulled by four horses.,The oxen are pulling the carriage.,9,32,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,1,1,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,3,1,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,5,1,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,9,1,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,1,4,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,3,4,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,5,4,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,9,4,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,1,8,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,3,8,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,5,8,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,9,8,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,1,16,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,3,16,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,5,16,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,9,16,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,1,32,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,3,32,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,5,32,2,2.0,1
8575,Middle-aged man cleaning the fallen snow on the roof of his car with a broom.,The man is brushing the leaves off his car.,9,32,2,2.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,1,1,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,3,1,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,5,1,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,9,1,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,1,4,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,3,4,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,5,4,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,9,4,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,1,8,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,3,8,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,5,8,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,9,8,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,1,16,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,3,16,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,5,16,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,9,16,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,1,32,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,3,32,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,5,32,0,0.0,1
2020,A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.,The demolition vehicle is being operated.,9,32,0,0.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,1,1,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,3,1,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,5,1,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,9,1,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,1,4,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,3,4,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,5,4,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,9,4,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,1,8,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,3,8,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,5,8,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,9,8,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,1,16,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,3,16,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,5,16,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,9,16,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,1,32,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,3,32,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,5,32,2,2.0,1
9054,A soldier using binoculars in a desert.,A soldier standing outside of a palace.,9,32,2,2.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,1,1,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,3,1,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,5,1,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,9,1,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,1,4,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,3,4,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,5,4,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,9,4,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,1,8,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,3,8,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,5,8,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,9,8,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,1,16,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,3,16,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,5,16,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,9,16,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,1,32,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,3,32,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,5,32,1,1.0,1
952,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,9,32,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,1,1,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,3,1,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,5,1,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,9,1,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,1,4,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,3,4,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,5,4,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,9,4,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,1,8,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,3,8,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,5,8,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,9,8,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,1,16,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,3,16,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,5,16,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,9,16,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,1,32,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,3,32,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,5,32,1,1.0,1
5359,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The vest is nice and warm.,9,32,1,1.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,1,1,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,3,1,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,5,1,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,9,1,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,1,4,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,3,4,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,5,4,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,9,4,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,1,8,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,3,8,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,5,8,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,9,8,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,1,16,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,3,16,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,5,16,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,9,16,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,1,32,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,3,32,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,5,32,2,2.0,1
3857,A skier goes down a hill with a mountain as a backdrop.,A surfer riding a wave.,9,32,2,2.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,1,1,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,3,1,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,5,1,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,9,1,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,1,4,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,3,4,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,5,4,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,9,4,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,1,8,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,3,8,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,5,8,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,9,8,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,1,16,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,3,16,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,5,16,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,9,16,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,1,32,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,3,32,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,5,32,1,1.0,1
5861,A young girl with her bike.,The little girl is going to ride her bike.,9,32,1,1.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,1,1,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,3,1,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,5,1,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,9,1,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,1,4,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,3,4,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,5,4,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,9,4,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,1,8,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,3,8,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,5,8,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,9,8,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,1,16,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,3,16,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,5,16,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,9,16,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,1,32,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,3,32,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,5,32,0,0.0,1
3145,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering plants.,9,32,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,1,1,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,3,1,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,5,1,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,9,1,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,1,4,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,3,4,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,5,4,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,9,4,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,1,8,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,3,8,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,5,8,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,9,8,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,1,16,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,3,16,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,5,16,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,9,16,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,1,32,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,3,32,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,5,32,0,0.0,1
3305,A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,9,32,0,0.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,1,1,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,3,1,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,5,1,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,9,1,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,1,4,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,3,4,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,5,4,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,9,4,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,1,8,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,3,8,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,5,8,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,9,8,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,1,16,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,3,16,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,5,16,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,9,16,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,1,32,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,3,32,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,5,32,2,2.0,1
3006,"One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.",One person kneels before zod in the oval office.,9,32,2,2.0,1
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",1,1,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",3,1,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",5,1,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",9,1,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",1,4,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",3,4,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",5,4,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",9,4,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",1,8,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",3,8,1,0.0,0
9001,"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.","A male model with a mohawk, tattoos, and piercings strikes a lazy pose in a lounge chair for the camera.",5,8,1,0.0,0
